1	Tokyo,	Jepang
Kesatuan Ulama Islam Sedunia KUIS Membantah Lawatan Abdul Hadi Awang Ke Tehran Lawatan Timbalan Ketua Kesatuan Ulama Islam Sedunia ke Iran Tidak Mewakili Kesatuan Ulama Islam  .	2	
Maka itu , pada 18 Oktober 2010 , Maliki terbang ke Tehran pada hari Isnin untuk meminta sokongan bagi masa jabatan barunya , kerana Iran telah mempunyai pengaruh yang signifikan di Baghdad sejak runtuhnya Saddam  .	2	
Modi in Iran PM visits Gurudwara in Tehran , meets Indian diaspora	2	
Tehran Tareekhi Atomi Samjote Me Ahm Kirdar Ada Karne Pr Iran K Wazir Kharja Ka Naam Aman K Inam K Umedwar K Tor Par Pesh Krdia Gya	2	
10 Orang Mati Nahas Kereta Api Di Iran Kereta api itu sedang dalam perjalanan dari timur laut Mashhad ke Tehran  .	1	
After Iran deal , EU's Mogherini to visit Tehran , Saudi Arabia Mogherini's first stop will be Saudi Arabia on  .	1	
AmirZamanian2 RT AriaSabore Iran 10 executed in prison west of Tehran	1	
An Iran Aseman Airlines 727-228Adv on final at Tehran	1	
Arab Saudi memutuskan hubungan diplomatik dengan Iran semalam , sebagai tindak balas terhadap serangan penunjuk pasaran di kedutaannya di Tehran  .	1	
Dan sekiranya terdapat hal lain yang dapat dikerjasamakan dengan pihak Iran dapat disampaikan kepada KBRI Tehran untuk ditindaklanjuti  .	1	
Dari situs resmi komunitas Yahudi Iran There are about 100 synagogues in Iran of which about 26 are in Tehran  .	1	
Diplomats Iran to get natural uranium batch Tehran	1	
Esteghlal Tehran 3 1 Siah Jamegan on Iran Pro League	1	
Ex-Paralympian Mirzaei predicts great year for Iran at Rio 2016- Tehran Times	1	
From Khayyam to Mirzakhani Iran s beautiful minds- Tehran , July 26 , IRNA- The Iranian mathematician Maryam  .	1	
German economy minister , business leaders due in Iran Netanyahu says Khamenei s speech proves Tehran has no i  .	1	
Hasil Pertandingan 1-2 Feb 2016 Iran Divisi 1 1 02 17 30 Parseh Tehran 1-2 Khouneh Be Khouneh 0 0 1 02  .	1	
Helo esnapchat We are in deh Tehran deh capitaal of Iran my beyutiful cuntry	1	
Icon of Iran 2009 uprising , Neda Agha Soltan s memorial ceremony held in Tehran	1	
In Tehran , Interior Minister says Saudi Arabia has asked PM Abadi to mediate between Iran amp ; KSA  .	1	
Intelijen Iran Rilis Video Penggagalan Serangan Bom di 50 Lokasi di Tehran	1	
Iran , Russia sign seven MoUs as GECF wraps up in Tehran	1	
Iran Closes KFC Branch In Tehran	1	
Iran Displays Zolfaqar amp ; Qadr Missiles in Rally in Tehran	1	
Iran German Economy Minister opens 5th session of GWK in Tehran	1	
Iran Indian PM Modi received by Rouhani in Tehran	1	
Iran Oman not mediating between Tehran , Riyadh	1	
Iran Ramadan terror plot on Tehran foiled- CNN CNNIran Ramadan terror plot on Tehran foiledCNNAbu Dha  .	1	
Iran Says Ankara and Tehran Support Syrian ROH3 SmantiBatam	1	
Iran cash payment Did Tehran film transfer  ?	1	
Iran condemns terrorist attack in Pakistan- Tehran , April1 , IRNA Foreign Ministry spokesman Bahram Qasemi co  .	1	
Iran expels second-ranking Bahraini diplomat in Tehran DUBAI Iran's Foreign Ministry has declared Bahrain's  .	1	
Iran expels second-ranking Bahraini diplomat in Tehran Fars DUBAI Reuters- Iran's Foreign Ministry has de  .	1	
Iran expels senior Bahraini diplomat from Tehran	1	
Iran foils Takfiri terrorists plot in Tehran	1	
Iran from @SpaceStation Caspian Coast , Tehran , Isfahan , Karaj , Qom , Rasht  .	1	
Iran haitaruhusu Marekani iwe na ushawishi nchini Khatibu wa Sala ya Ijumaa hapa Tehran Ayatullah Mowahedi  .	1	
Iran invites Iraqi Kurdistan s Barzani to Tehran E-Kurd	1	
Iran ke Islami Inqelaab ke khas Rukn Aayatullah Hashmi Rafsanjani ka Tehran ke ek Hospital me Heart attack se  .	1	
7	Kairo,	Mesir
Ini adalah kisah nyata yang terjadi beberapa tahun yang lalu di Mesir , tepatnya di kota Kairo  .	4	
Penumpang Pesawat Mesir yang Dibajak Tiba di Bandar Udara Kairo	3	
Beliau adalah seorang ulama Al-Azhar dan anggota Lembaga Fatwa Mesir yang ditembak syahid dalam sebuah insiden di Kairo pada hari Jumat , 16 Desember 2011 silam  .	2	
Di Hotel Heliopolis Palace , Kairo , sejumlah pejabat tinggi Mesir dan Dunia Arab mendatangi delegasi RI untuk menyampaikan rasa simpati  .	2	
Front Islam Sebut Ikhwanul Muslimin sebagai Jamaah Ikhwan al-Amrikiyah Muslimedianews , Kairo Pasca lengsernya Muhammad Morsi dari kursi kepresidenan Mesir  .	2	
Gerakan Ikhwan dimulai di Isma iliyyah kemudian beralih ke Kairo dan dari Kairo tersebar ke berbagai pelusok dan kota di Mesir  .	2	
Imam Masjid Nabawi marah mendengar adanya fatwa Mazhar Syahin , Imam Masjid Makram Ubaid Kairo , yang memerintahkan para pria Mesir menceraikan istri mereka jika diketahui sebagai akhwat Ikhwanul Muslimin  .	2	
Mesir Klaim Tewaskan Komandan Militan ISIS di Kairo	2	
Para pemuda dan pelajar Mesir , juga kepanduan Ikhwan , dengan caranya sendiri berkali-kali mendemo Kedutaan Belanda di Kairo  .	2	
Pengumuman itu diikuti dengan penutupan Kedutaan Besar Suriah di Kairo dan penarikan Kuasa Usaha Mesir dari Damaskus  .	2	
Penumpang pesawat Mesir yang dibajak tiba di bandar udara Kairo	2	
Saya dan teman Mesir yang juga adalah kandidat doktor ilmu tafsir Al Qur an Universitas Al Azhar Kairo itu kaku  .	2	
Setelah perjalanan ini saya bepergian tiga kali ke Mesir , sampai kita bisa menikah secara resmi di Kairo , dan sampai kami memiliki visa untuk Walid agar dia bisa ikut aku ke Austria  .	2	
Tepatnya komplek Al-Mazhah dekat bandara Kairo , lapor koran Mesir Asy-Sya'ab  .	2	
000 Demonstran di Kairo Serukan Tumbangnya Rezim Mesir Al-Sisi	1	
000 warga Mesir mendatangi kantor Kedubes Amerika Serikat AS di Kairo , Selasa 11 / 9  .	1	
16 ORANG TEWAS DALAM BENTROK DI KAIRO Korban tewas dalam aksi kekerasan yang melibatkan pendukung Presiden Mesir Mohamed Moursi di dekat Universitas Kairo naik menjadi 16 orang dan 200 lainnya terluka , kata televisi pemerintah mengutip seorang juru bicara Departemen Kesehatan , Rabu 3 / 7  .	1	
2011- Presiden Mesir Hosni Mubarak pergi dari Kairo ke kota Sharm El Sheikh di Mesir , dan dinyatakan mengundurkan diri dari jabatannya  .	1	
Afiliasi Daulah Islam IS di Mesir Nyatakan Tanggung Jawab Atas Pemboman di Kairo SEMENANJUNG SINAI , MESIR voa-islam  .	1	
Afrika Selatan yang mendengar Mesir mengungguli Niger di Kairo bermain bertahan di babak kedua lawan Sierra Leone karena mengira hasil imbang sudah cukup bagi mereka  .	1	
Akan tetapi teman saya tersebut baru sampai jembatan Suez dan pihak militer Mesir menyuruh teman saya untuk balik arah kembali ke Kairo , tutur Onim  .	1	
Alhamdulillah Ambulans KNRP sudah di KBRI Kairo , sambil menunggu izin dari pihak Mesir untuk diserahkan ke Gaza  .	1	
Ali Jum'ah rahimahullah , ulama besar Al-Azhar Kairo yang menjabat sebagai Mufti Mesir , dalam kitab Al-Bayan Lima Yashgal Al-Adzhan , soal ke-17 , halaman 80 , menyatakan berikut  .	1	
Ali Musa , Universiti Islam Antara Bangsa Mia , Universiti Islam Antarabangsa Ketua Laila Setyawati Arifin , Alumni TMI Darunnajah tahun 2011 , Jurusan Islamic Revealed Knowledge , Universiti Islam Antarabangsa Wakil Ketua Putri Rizki , Alumni TMI Darunnajah tahun 2011 , Jurusan Ilmu Wahyu , Universiti Islam Antarabangsa Anggota Hada Hayata , Alumni TMI Darunnajah tahun 2011 , Jurusan Pendidikan Khas , Universiti Kebangsaan Malaysia Muhammad Rizki Baihaqi , Alumni TMI Darunnajah tahun 2012 , Jurusan Qur'an Sunnah , Universiti Islam Antarabangsa Muhammad Rulli Mandafar , Alumni TMI Darunnajah tahun 2012 , Jurusan Komunikasi , Universiti Islam Antarabangsa Nida An Khafiya , Alumni TMI Darunnajah tahun 2012 , Jurusan Qur'an Sunnah , Universiti Islam Antarabangsa Mauridah Muhdy , Alumni TMI Darunnajah tahun 2012 , Jurusan Teknologi Informasi , Universiti Islam Antarabangsa Imam Zamzami , Alumni MTs Darunnajah tahun 2008 , Universiti Kebangsaan Malaysia Yayah Rodiyah , Alumni TMI Darunnajah tahun 2013 , Universiti Islam Antara Bangsa Dan lain-lain IKPDN Mesir Ketua Abdul Baits Al-Abror , Alumni TMI Darunnajah tahun 2008 , Jurusan Syari'ah , Universitas Al-Azhar Kairo Saat ini , salah satu anggota IKPDN Mesir , Sifrul Akhyar , Alumni TMI Darunnajah tahun 2007 menjabat sebagai Wakil Presiden PPMI Mesir Menurut ketua , saat ini jumlah anggota IKPDN Mesir sejumlah 86 orang Daftar nama-nama menyusul IKPDN Arab Saudi IKPDN Madinah Ketua Muhammad Sholeh Ahyani , Alumni TMI Darunnajah tahun 2006 , Jurusan Dakwah dan Ushuluddin semester 3 Wakil Ketua Jihad Ardhillah , Alumni TMI Darunnajah tahun 2011 , Jurusan Dakwah dan Ushuluddin semester 3 Sekretaris Bayu Adjie Nugroho , Alumni TMI Darunnajah tahun 2009 , Jurusan Dakwah dan Ushuluddin semester 3 Sekretaris Imam Khairul Annas , Alumni TMI Darunnajah tahun 2011 , Jurusan Dakwah dan Ushuluddin semester 1 Bendahara Yogi Fery Hidayat , Alumni TMI Darunnajah tahun 2011 , Jurusan Dakwah dan Ushuluddin semester 1 Bendahara Burhanuddin Zuhri , Alumni TMI Darunnajah tahun 2012 , Jurusan Syari'ah semester 1 Hubungan Masyarakat Abadi , Alumni TMI Darunnajah tahun 2009 , Jurusan Dakwah dan Ushuluddin semester 5 Hubungan Masyarakat Moch  .	1	
Apa yang terjadi di Mesir dan Ankara adalah upaya Tel Aviv untuk mengembalikan Kairo dan Ankara ke kamp-kamp binaan Zionis atau menyingkirkan keduanya  .	1	
Arkeolog Mesir Menemukan Patung Besar di Sudut Kota Kairo	1	
Benteng Salahudin dibangun di atas bukit Muqatam yang terletak di antara kota Kairo dan Fustat , Mesir  .	1	
Cairo Derby Tak hanya kebanggaan kota Kairo , dan klub terkuat di Mesir , Al Ahly dan Zamalek juga disegani di benua Afrika  .	1	
Clinton akan memulai perjalanan diplomasinya ke Timur Tengah dengan melakukan pertemuan dengan Perdana Menteri Israel Benjamin Netanyahu yang dilanjutkan dengan pertemuan Presiden Mesir Mohammad Morsi di Kairo serta perwakilan Palestina di Ramallah  .	1	
Dalam komentarnya yang dilaporkan surat kabar milik negara Mesir Al-Ahram bahwa Teheran tertarik untuk menjalin kembali hubungan persahabatan dan persaudaraan dengan Kairo  .	1	
Delegasi Hamas minta Mesir awasi pelaksanaan Perjanjian Kairo  .	1	
Dengan banyaknya orang Indonesia kuliah di Al-Azhar dan Kairo , berarti selama ini Mesir turut membantu mencetak ilmuwan-ilmuwan dan ustadz-ustadz untuk Indonesia  .	1	
Di Kairo , Menteri Luar Negeri Mesir Mohammed Kamel Amr , dalam jumpa pers bersama Menteri Luar Negeri AS Hillary Clinton , mengatakan , penghentian pertikaian Hamas-Israel mulai berlaku pada Rabu pukul 19  .	1	
Dikutip dari Reuters , kerusuhan terjadi di luar Air Defense Stadium yang terletak di timur Kota Kairo sebelum laga antara Zamalek dengan ENPPI di Liga Primer Mesir , Minggu 8 / 2 / 2015 kemarin waktu setempat  .	1	
Dua situs itu memang tampak tak lazim karena banyak yang mengetahui bahwa piramida dibangun di sekitar Kairo , sementara situs yang ditemukan Micol terletak jauh di sebelah selatan Mesir  .	1	
Duta Besar RI untuk Mesir Nurfaizi Suwandi , di Kairo , Kamis 25 / 9 , mengatakan , Tidak jelas alasan Mesir menghambat pengiriman ambulans ke Gaza padahal rakyat Gaza sangat membutuhkannya  .	1	
El Baradai dituduh mengkhianati kepercayaan nasional karena telah mengundurkan diri sebagai wakil presiden sementara Mesir , 14 Agustus lalu , menyusul terjadinya pembantaian terhadap ribuan demonstran sipil di Kairo  .	1	
Fathallah menyatakan , 21 orang tewas di kamp Nahda Square di Kairo , 18 di Helwan sebelah selatan ibu kota Mesir tersebut dan sisanya di provinsi-provinsi lain  .	1	
Ghana seharusnya bisa lebih santai ketika bertandang ke markas Mesir di leg kedua play off di Kairo ,  .	1	
Hasan al-Banna yang ditembak oleh rezim zalim Pemerintah Mesir di jalan protokol terbesar kota Kairo , tepatnya di lapangan Ramses  .	1	
Helmy Fauzy , sebagai Duta Besar Luar Biasa dan Berkuasa Penuh Republik Indonesia untuk Republik Arab Mesir , berkedudukan di Kairo  .	1	
Hilang di Mesir , Mahasiswa Italia Diduga Telah Meninggal Mahasiswa Italia yang hilang pekan lalu di Kairo , Me  .	1	
ID , KAIRO- Ribuan pendukung Presiden Mesir terguling , Muhammad Mursi masih melakukan aksi duduk di Nasr City , Kairo  .	1	
Ia menugaskan stafnya untuk menulis surat kepada rektor perguruan tinggi di Mesir yang intinya agar mereka merespon undangan KBRI Kairo untuk menghadiri pameran pendidikan dan JWG-HE  .	1	
Israel telah mengucapkan terima kasih Presiden kudeta Mesir Abdel Fatah Al-Sisi yang telah mengizinkan pembukaan kembali kedutaan besar Israel di Kairo setelah ditutup selama empat tahun  .	1	
Itu terjadi setelah militer Mesir memberondong Masjid Al Fath di Kairo yang menjadi tempat berlindung kelompok ikhwanul muslimin , Sabtu 17 / 8 malam  .	1	
Jenazah Winarti Musiyar , tenaga kerja wanita TKW asal Lumajang , Jawa Timur , diterbangkan dari Mesir ke Indonesia pada Sabtu 30 / 5 setelah disalatkan di Masjid Indonesia Kairo pada Jumat 29 / 5 petang  .	1	
Jika Mesir melakukan itu , Erdogan mengatakan Ankara akan mempertimbangkan pemulihan hubungan dengan Kairo  .	1	
Jos Strengholt , seorang rohaniwan Belanda yang tinggal di Kairo mengungkapkan , sekelompok Kristen siap hengkang dari Mesir menuju AS jika pengumuman hari ini memutuskan Mursi menjadi presiden terpilih  .	1	
8	Islamabad,	Pakistan
Islamabad Afghanistan K Dushman Pakistan K Dushman Hain , Mustahkam Aur Khud Mukhtar Afghanistan Hi Pakistan K Mafad Me Hai PM Nawaz Sharif	5	
Chaman Pakistan Me Bharti Mudakhlat K Khilaf Awam Ka Ehtijaj , Modi Ka Putla Nazr-e-Atish Islamabad Airport Per Junaid Jamshed Per Tashadud	4	
Asif Ali Zardari condoles the death of Qazi Sultan Mehmood Islamabad 09 December , 2015 Co-Chairman Pakistan  .	3	
CrkTNews Pakistan Super League Me 5 Teamen Karachi Lahore Quetta Islamabad Aur Peshawar Ki Teamen Shirkat Karengi  .	3	
Islamabad Aalmi Bank Ne Pakistan Me Tawanai Shobay K Liye 50 Crore Dollar Qarz Ki Manzori Day Di Benazir Airport Se RAW K 2 Agent Griftar	3	
Islamabad Bharti High Commissioner Ki Daftar-e-Kharja Talbi , RAW Officer Ki Pakistan Main Girraftari Say Agah Kar Diya , Wazahat Talab	3	
Islamabad Ch Nisar K Hukum Per Pakistan amp ; Kuwait Me Visa Muahida Muattal , Sifarti amp ; Sarkari Passport Walon K Liye Visa Se Istasna Hasil Tha	3	
Foreign Minister Sushma Swaraj meets Pakistan PM Nawaz Sharif in Islamabad  .	2	
India outsourcing terror in Pakistan to Afghanistan , says Islamabad	2	
Islamabad APC Me Tamam Jamaton Ka Sarbarahan Kashmir Par Muttahid , Bharat Ne Pakistan Ka Pani Roka To Jang Tasawwur Hogi  .	2	
Islamabad Aazadi Cup Ke Liye World XI Ki Team Pakistan Pohonch Gayi Pakistan Or World XI Ke Darmiyan Pehla Match Kal Lahore Me Khela Jaiga	2	
Islamabad Afghan Naib Wazir-e-Kharja Ki Qayadat Me 6 Rukni Wafd Pakistan Pohonch Gaya , Torkham Aur Digar Sarhadi Maamlat Par Bat Cheet Ho Gi	2	
Islamabad Bharti High Commissioner Ki Daftar-e-Kharja Talbi , Pakistan Ka Bharti Fauj Ki Firing Se Shehrion Ki Shahadat Per Ehtijaj , Tarjuman	2	
Islamabad Bharti High Commissioner Ki Daftar-e-Kharja Talbi , Pakistan Ka Working Boundary Par Firing Kay Khilaf Ahtijaj	2	
Islamabad Kulbhushan Ka Mamla Almi Adalat Lay Jana Bharat Ka Pakistan Me Riasati Dehshat Gardi Se Tawaja Hatana Hy , Wazire Difa Khwaja Asif	2	
Islamabad Musheer Kharja Sartaj Aziz Afghan Qaydat Say Pakistan Mukhalif Bayanat Roknay Ka Kahain Gay , Tarjuman Daftar-e-Kharja	2	
Islamabad Pak-Cheen Iqtisadi Rahdari Conference amp ; Numaish Ka Iftitah , Pakistan Cheen Mushtarka Satellite Khala Me Bhejenge , PM Nawaz Sharif	2	
Islamabad Senator John McCain Ki Qayadat Me 4 Rukni Americi Wafd Pakistan Pohnch Gaya , Army Chief Samait Ala Hukam Say Mulakatein Karay Ga  .	2	
Islamabad Senegal K Saddar Mackay Ki PM Nawaz Sharif Se Mulaqat , Pakistan Me Sifaratkhana Kholny Ka Faisla , Kai Shubon Me Tawun Per Itefaq	2	
Karachi , Lahore , Islamabad , Peshawer Samait Puray Pakistan Me Ramadan Ka Chaand Nazar Nahin Aaya , Pehla Roza Jumma K Din Rakha Jaye Ga  .	2	
LAHORE Pakistan Tahreek-e-Insaf Ka 30 October Ko Islamabad Main Dharna High Court Main Challenge Kar Diya Gaya Rpt Dr Iltaf M  .	2	
Nebosh IGC Safety Course for UAE , KSA , Qatar , Oman , Kuwait In Pakistan , diploma , training , Rawalpindi , Islamabad ,	2	
Pakistan Cup , 2nd Match Islamabad v Khyber Pakhtunkhwa Khyber Pakhtunkhwa won the toss and elected to bat first	2	
Pakistan amp ; New Zealand K Darmian Dusra One Day Barish K Bais Mansokh Islamabad Sabzi Mandi Ki Dukan Me Current Lagnay Se 2 Afrad Janbahaq	2	
Pakistan to expel two Indian diplomats from Islamabad	2	
300 Km Islamabad Sekitar 50 orang pengunjuk rasa dari kaum Baluch akhirnya tiba di Islamabad , ibu kota Pakistan , Kamis 27 / 2 setelah melakukan perjalanan panjang dengan berjalan kaki sejauh 2  .	1	
@ArhamSays yeh karachi bhi nai hai or Islamabad bhi nai hai xD but Pakistan hai- @iQanbar	1	
@javeednusrat Dangerous scenario ; PTI plus Difaa e Pakistan plus Shaikh ul Islam in Islamabad on Oct  .	1	
ATI Pakistan k markazi rehnuma SHAHZADA BUTT sb ko Islamabad thana Secretariat me giraftar krlia gaya ha Mumtaz Qadri case me  .	1	
Ab Zoneflex in Pakistan Ab Zoneflex in Lahore Ab Zoneflex in Islamabad	1	
Ahmad Sahal sendiri adalah seorang penghapal qur an sejak usianya masih belasan tahun , dia menghapal al-quran di Pakistan saat mengikuti ayahnya yang sedang kuliah di Universitas Internasional Islamabad  .	1	
AnjumIqbalPTI PMLN walo ap bhe aj Pakistan ka sath do F 9 Park Islamabad Chaloo	1	
Ayurvedic Sandhi Sudha Plus in Pakistan , Faisalabad , Islamabad , Karachi , Lahore- Lahore D	1	
Bawa Amunisi , Agen FBI Ditangkap di Bandara Pakistan Seorang agen Biro Investigasi Federal FBI AS ditangkap di bandara di Karachi , Pakistan , karena membawa amunisi saat akan melakukan penerbangan domestik dari Karachi menuju Islamabad  .	1	
Bhara Kahu Na-49 Islamabad capital of Asian Tiger Pakistan  .	1	
CRICKET Sahrajh Pakistan Super Legue Me AaJ Islamabad United Ka Muqabla Lahore Qalandar's Se Raat 9 00pm Bajay Hoga  .	1	
CSR Jobs in Islamabad , Rawalpindi , Pakistan	1	
Call 0300-8253646 0321-2223646 , Step up Powder in Pakistan , Lahore , Islamabad , Karachi , Peshawar , Multan , Sukkur , hyderabad ,	1	
Call 0300-8253646 0321-2223646 , Whatsapp 0310-4080037 , Prolong in Pakistan , Lahore , Islamabad , Peshawar , Quetta , Multan , Fa	1	
Cialis Tablets in Pakistan , Gujranwala , Islamabad , Lahore , Karachi- Call Us 03006079080	1	
DTN Pakistan Pakistani model Qandeel Baloch shot dead allegedly by her brother in Multan Islamabad , July 16  .	1	
Detik KBRI Islamabad 4 Santri WNI Ditangkap di Pakistan	1	
Diploma in Food Safety Course In Pakistan , diploma , training , Rawalpindi , Islamabad , Peshawar , kashmir , Chakwal , Attock--------------	1	
